operationc	operationb	operationa	correctresponse	valuey	operationd	condition	valuex	Rule	Operatora	Length	Intermediate	CorrectResponse	Result	Y	X	Operatorc	Operatorb	Operatord	Structure	practice_trials.thisRepN	practice_trials.thisTrialN	practice_trials.thisN	practice_trials.thisIndex	block.thisRepN	block.thisTrialN	block.thisN	block.thisIndex	practice_encoding.keys	practice_encoding.rt	practice_execution.keys	practice_execution.corr	practice_execution.rt	encoding.keys	encoding.rt	execution.keys	execution.corr	execution.rt	date	frameRate	expName	session	participant	X.1	LogEncoding	EncodingSpeed	LogExecution	ExecutionSpeed	Chunks	Offset
944				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 3, 6, 2)	2	2	3	6	increase	DIVIDE	third	BUUUxy	NA	NA	NA	NA	0	14	14	10			NA	NA	NA	space	3.64726270814	2	1	4.51210471187	2015_Jul_21_1534	None	KRITL	1	31027	NA	1.29397694327115	0.274178220770385	1.50676372134447	0.221626062305092	Chunks = 2	4th
945				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 3, 6, 2)	2	2	3	6	increase	DIVIDE	third	BUUUxy	NA	NA	NA	NA	0	14	14	10			NA	NA	NA	space	3.75381048984	2	1	4.58139538142	2015_Jul_13_1550	287.784491609	KRITL	1	31019	NA	1.32277145469506	0.266395973559822	1.52200362015641	0.218274110122766	Chunks = 2	4th
948				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 3, 6, 2)	2	2	3	6	increase	DIVIDE	third	BUUUxy	NA	NA	NA	NA	0	16	16	10				NA	NA	space	9.21981619282	2	1	7.99293146234	2015_Jul_08_1553	None	KRITL	1	31011	NA	2.22135510166696	0.108462032114996	2.07855758389675	0.125110543573614	Chunks = 2	4th
949				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 3, 6, 2)	2	2	3	6	increase	DIVIDE	third	BUUUxy	NA	NA	NA	NA	0	17	17	10				NA	NA	space	3.14071626283	2	1	4.08724515059	2015_Jul_16_1335	360.287380426	KRITL	1	31025	NA	1.14445088308875	0.318398707910956	1.40787118580011	0.244663572444547	Chunks = 2	4th
950				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 3, 6, 2)	2	2	3	6	increase	DIVIDE	third	BUUUxy	NA	NA	NA	NA	0	17	17	10			NA	NA	NA	space	3.34714102584	2	1	8.12418664111	2015_Jul_22_1134	281.773905697	KRITL	1	31028	NA	1.20810655634004	0.298762434053414	2.09484561749535	0.123089245013132	Chunks = 2	4th
951				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 3, 6, 2)	2	2	3	6	increase	DIVIDE	third	BUUUxy	NA	NA	NA	NA	0	17	17	10			NA	NA	NA	space	3.36633835814	2	1	4.09979253021	2015_Jul_08_1336	60.0051538288	KRITL	1	31008	NA	1.21382561303982	0.297058671354869	1.41093637004211	0.243914781694765	Chunks = 2	4th
952				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 3, 6, 2)	2	2	3	6	increase	DIVIDE	third	BUUUxy	NA	NA	NA	NA	0	17	17	10			NA	NA	NA	space	4.43942765773	2	1	5.20648158096	2015_Jul_07_1404	None	KRITL	1	31003	NA	1.49052546221838	0.22525426183233	1.64990430728061	0.192068287278107	Chunks = 2	4th
953				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	1	1	10			NA	NA	NA	space	4.33897077839	5	1	4.25757837167	2015_Jul_14_1533	283.057880698	KRITL	1	31021	NA	1.46763717215191	0.230469401863788	1.44870054129368	0.234875300629583	Chunks = 2	4th
955				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	2	2	10			NA	NA	NA	space	4.60495142332	5	1	4.32917845023	2015_Jul_10_1353	None	KRITL	1	31018	NA	1.52713212096977	0.217157556741182	1.46537778965459	0.230990709090976	Chunks = 2	4th
956				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	2	2	10			NA	NA	NA	space	6.30818037261	5	1	3.3497944992	2015_Jul_08_1336	357.524927026	KRITL	1	31010	NA	1.84184726295482	0.158524319365055	1.208899000433	0.298525775309148	Chunks = 2	4th
958				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	3	3	10			NA	NA	NA	space	4.06763779199	5	1	3.98670943687	2015_Jul_08_1337	None	KRITL	1	31009	NA	1.40306243587162	0.245842931730353	1.3829661881087	0.250833429382079	Chunks = 2	4th
959				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	5	5	10				NA	NA	space	3.25458583399	5	1	6.70951421221	2015_Jul_16_1551	None	KRITL	1	31026	NA	1.18006502762322	0.307258757644759	1.90352655077856	0.149042086859313	Chunks = 2	4th
960				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	5	5	10			NA	NA	NA	space	5.89303506177	5	1	7.9079512053	2015_Jul_09_1535	None	KRITL	1	31016	NA	1.77377115556996	0.169691846309777	2.06786873499343	0.126455003835859	Chunks = 2	4th
962				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	7	7	10			NA	NA	NA	space	1.61665582495	5	1	3.31653328671	2015_Jul_07_1404	60.0082342211	KRITL	1	31004	NA	0.480359710042301	0.618560849233898	1.19892004663143	0.301519663320491	Chunks = 2	4th
964				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	9	9	10				NA	NA	space	3.31952457811	5	1	7.06258612435	2015_Jul_09_1535	360.822427182	KRITL	1	31017	NA	1.19982157330993	0.301247957793209	1.95481129099644	0.141591193706262	Chunks = 2	4th
965				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	10	10	10				NA	NA	space	9.73512301698	5	1	4.17693216787	2015_Jul_07_1543	None	KRITL	1	31007	NA	2.27574027531135	0.10272083858168	1.42957704594578	0.239410160330648	Chunks = 2	4th
966				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	10	10	10			NA	NA	NA	space	7.29179955076	5	1	4.36770068039	2015_Jul_13_1550	287.784491609	KRITL	1	31019	NA	1.98675036751374	0.137140357882681	1.47423671054288	0.228953418097027	Chunks = 2	4th
967				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	11	11	10				NA	NA	space	3.95794223592	5	1	3.2378619966	2015_Jul_09_1534	None	KRITL	1	31015	NA	1.37572425281415	0.252656542312461	1.1749132343966	0.308845775715604	Chunks = 2	4th
968				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	11	11	10			NA	NA	NA	space	3.26649484166	5	1	4.24977817532	2015_Jul_08_1336	60.0051538288	KRITL	1	31008	NA	1.18371749613318	0.306138551711844	1.44686678753182	0.235306399239227	Chunks = 2	4th
970				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	13	13	10				NA	NA	space	6.20024525441	5	1	6.80555259058	2015_Jul_09_1334	None	KRITL	1	31014	NA	1.82458884843159	0.161283942645452	1.91773883641864	0.14693883952703	Chunks = 2	4th
971				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	13	13	10			NA	NA	NA	space	1.84487413739	5	1	8.2525070509	2015_Jul_08_1558	None	KRITL	1	31013	NA	0.61241105694872	0.54204239721997	2.11051703914048	0.121175297861871	Chunks = 2	4th
972				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	14	14	10			NA	NA	NA	space	4.08293351282	5	1	8.89937184181	2015_Jul_07_1543	60.0017041557	KRITL	1	31006	NA	1.40681572830086	0.244921940771286	2.18598069467533	0.112367481410532	Chunks = 2	4th
974				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	14	14	10			NA	NA	NA	space	7.36095408443	5	1	7.11601674365	2015_Jul_17_1555	None	KRITL	1	31020	NA	1.99618955537609	0.135851954587682	1.96234812275894	0.140528056077489	Chunks = 2	4th
976				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	15	15	10			NA	NA	NA	space	1.82092403658	5	1	3.9794998392	2015_Jul_22_1134	281.773905697	KRITL	1	31028	NA	0.599344084652962	0.549171728150817	1.38115614285668	0.251287860386252	Chunks = 2	4th
977				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	15	15	10			NA	NA	NA	space	4.8789017866	5	1	5.69890401937	2015_Jul_21_1534	None	KRITL	1	31027	NA	1.58492015080941	0.204964158685571	1.74027387904935	0.175472335838804	Chunks = 2	4th
979				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	16	16	10				NA	NA	space	6.83642729132	5	1	5.33091591072	2015_Jul_08_1553	None	KRITL	1	31011	NA	1.92226526934439	0.146275233742289	1.67352306407525	0.187585026053232	Chunks = 2	4th
980				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')	double	Length = 4	(9, 10, 20, 5)	5	5	4	3	increase	DIVIDE	triple	BUUUxy	NA	NA	NA	NA	0	16	16	10			NA	NA	NA	space	2.7390023486	5	1	5.83069945906	2015_Jul_07_1404	None	KRITL	1	31003	NA	1.0075937477468	0.365096437581054	1.76313696899092	0.171506010045871	Chunks = 2	4th
982				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	1	1	4				NA	NA	space	1.15766344783	1	1	7.66557104766	2015_Jul_16_1335	None	KRITL	1	31024	NA	0.146403704637903	0.863808909121615	2.03673901022193	0.13045342529377	Chunks = 2	3rd
983				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	1	1	4			NA	NA	NA	space	1.16661026236	1	1	4.1831072427	2015_Jul_07_1404	60.0082342211	KRITL	1	31004	NA	0.154102332109955	0.857184299045206	1.43105432987945	0.239056744659156	Chunks = 2	3rd
984				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	1	1	4			NA	NA	NA	space	2.96393451345	1	1	2.44679977646	2015_Jul_14_1533	283.057880698	KRITL	1	31021	NA	1.08651761321203	0.337389370602526	0.894780957026125	0.408697111067579	Chunks = 2	3rd
985				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	2	2	4				NA	NA	space	6.07816749322	1	1	4.26885769473	2015_Jul_09_1334	None	KRITL	1	31014	NA	1.80470325140678	0.164523271383269	1.4513462726524	0.234254705007975	Chunks = 2	3rd
986				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	2	2	4			NA	NA	NA	space	7.86637659359	1	1	5.42529976997	2015_Jul_17_1555	None	KRITL	1	31020	NA	2.06259754898742	0.127123331574903	1.69107315503723	0.184321612150388	Chunks = 2	3rd
987				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	3	3	4			NA	NA	NA	space	1.4073224959	1	1	5.48119768702	2015_Jul_15_1558	None	KRITL	1	31023	NA	0.34168896004149	0.710569185750483	1.70132363310558	0.182441878053057	Chunks = 2	3rd
988				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	5	5	4				NA	NA	space	3.58559884317	1	1	2.78737728135	2015_Jul_09_1534	None	KRITL	1	31015	NA	1.27692550143228	0.278893441162511	1.02510111118932	0.358760188902621	Chunks = 2	3rd
989				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	5	5	4			NA	NA	NA	space	3.68238119352	1	1	4.5385098065	2015_Jul_21_1534	None	KRITL	1	31027	NA	1.30355960638207	0.271563411674959	1.51259872171814	0.220336639697861	Chunks = 2	3rd
990				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	7	7	4				NA	NA	space	4.61131581959	1	1	1.89639647364	2015_Jul_07_1543	None	KRITL	1	31007	NA	1.5285132435249	0.216857842560198	0.639955492541883	0.527315893010795	Chunks = 2	3rd
991				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	7	7	4			NA	NA	NA	space	2.25097246103	1	1	4.70182481459	2015_Jul_08_1558	None	KRITL	1	31013	NA	0.811362327744916	0.444252436363624	1.54795069178662	0.212683381332488	Chunks = 2	3rd
992				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	8	8	4			NA	NA	NA	space	2.18329270967	1	1	6.68289662474	2015_Jul_07_1543	60.0017041557	KRITL	1	31006	NA	0.780834154547937	0.458023789284373	1.89955152001786	0.149635712798252	Chunks = 2	3rd
993				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	9	9	4			NA	NA	NA	space	1.76643553993	1	1	3.62009987223	2015_Jul_07_1404	None	KRITL	1	31003	NA	0.568963696876722	0.566111798248595	1.28650161447092	0.276235472858376	Chunks = 2	3rd
994				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	10	10	4				NA	NA	space	1.49644665823	1	1	3.10816353456	2015_Jul_08_1553	None	KRITL	1	31011	NA	0.403093403325191	0.668249679666365	1.13403204841846	0.321733393008731	Chunks = 2	3rd
996				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	10	10	4			NA	NA	NA	space	4.4239244135	1	1	5.26104021046	2015_Jul_08_1337	None	KRITL	1	31009	NA	1.48702717851802	0.226043645083178	1.66032876584054	0.190076479174556	Chunks = 2	3rd
997				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	11	11	4			NA	NA	NA	space	1.98327888519	1	1	2.18329750033	2015_Jul_08_1336	60.0051538288	KRITL	1	31008	NA	0.684751477667214	0.504215522823054	0.780836348781776	0.458022784274178	Chunks = 2	3rd
998				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	11	11	4			NA	NA	NA	space	4.21373623422	1	1	10.1800728381	2015_Jul_14_1534	340.004537469	KRITL	1	31022	NA	1.43834972068925	0.237319078465078	2.32043216611643	0.0982311242663603	Chunks = 2	3rd
999				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	12	12	4			NA	NA	NA	space	1.21566429548	1	1	3.3582607655	2015_Jul_13_1550	287.784491609	KRITL	1	31019	NA	0.195290672632813	0.822595517297112	1.21142321064333	0.297773183748318	Chunks = 2	3rd
1000				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	13	13	4				NA	NA	space	1.86146135652	1	1	3.96681331302	2015_Jul_16_1551	None	KRITL	1	31026	NA	0.62136185479203	0.537212334007029	1.37796308043492	0.252091520596084	Chunks = 2	3rd
1001				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	13	13	4				NA	NA	space	12.2554467441	1	1	3.9619750679	2015_Jul_07_1549	287.31282802	KRITL	1	31005	NA	2.50597047034257	0.0815963726888551	1.3767426554499	0.252399367199965	Chunks = 2	3rd
1002				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	13	13	4			NA	NA	NA	space	1.98955198395	1	1	3.22170646937	2015_Jul_07_1404	360.230878236	KRITL	1	31002	NA	0.687909479696539	0.502625720799026	1.16991117860909	0.310394509713217	Chunks = 2	3rd
1004				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	14	14	4				NA	NA	space	2.03528925052	1	1	2.71052843196	2015_Jul_16_1335	360.287380426	KRITL	1	31025	NA	0.710637946641597	0.491330654718737	0.997143609226052	0.368931750801409	Chunks = 2	3rd
1005				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	15	15	4			NA	NA	NA	space	2.18146622626	1	1	3.09368311299	2015_Jul_08_1336	357.524927026	KRITL	1	31010	NA	0.779997231573073	0.458407280370525	1.12936232705751	0.323239311680347	Chunks = 2	3rd
1006				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	16	16	4			NA	NA	NA	space	1.31503292632	1	1	3.87723946007	2015_Jul_22_1134	281.773905697	KRITL	1	31028	NA	0.273861704342873	0.760437233156138	1.35512342105022	0.257915460290386	Chunks = 2	3rd
1007				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	16	16	4			NA	NA	NA	space	4.03578656567	1	1	2.71797142968	2015_Jul_10_1353	None	KRITL	1	31018	NA	1.39520121845428	0.247783172803635	0.999885804150527	0.367921453875523	Chunks = 2	3rd
1008				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'THIRD', 'x', 'y')	double	Length = 3	(2, 4, 1)	1	1	4	6	third	DIVIDE	0	BUUxy	NA	NA	NA	NA	0	16	16	4			NA	NA	NA	space	8.14182620042	1	1	2.09934378348	2015_Jul_09_1535	None	KRITL	1	31016	NA	2.09701450379793	0.122822567736513	0.741624811838918	0.476339324635215	Chunks = 2	3rd
1009				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'x', 'y')	double	Length = 2	(12, 2)	2	2	6	6	0	DIVIDE	0	BUxy	NA	NA	NA	NA	0	0	0	1				NA	NA	space	2.73194955924	2	1	1.87294235319	2015_Jul_09_1534	None	KRITL	1	31015	NA	1.0050154785952	0.366038968991137	0.627510645193324	0.533919262542596	Chunks = 2	2nd
1010				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'x', 'y')	double	Length = 2	(12, 2)	2	2	6	6	0	DIVIDE	0	BUxy	NA	NA	NA	NA	0	0	0	1			NA	NA	NA	space	2.16497955695	2	1	2.04884913162	2015_Jul_07_1404	None	KRITL	1	31003	NA	0.772410918892551	0.461898125915235	0.717278236297021	0.488078885149202	Chunks = 2	2nd
1011				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'x', 'y')	double	Length = 2	(12, 2)	2	2	6	6	0	DIVIDE	0	BUxy	NA	NA	NA	NA	0	0	0	1			NA	NA	NA	space	2.55815017453	2	1	2.83775034879	2015_Jul_08_1336	357.524927026	KRITL	1	31010	NA	0.939284409224659	0.390907465072384	1.04301160756406	0.352391816435295	Chunks = 2	2nd
1012				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'x', 'y')	double	Length = 2	(12, 2)	2	2	6	6	0	DIVIDE	0	BUxy	NA	NA	NA	NA	0	2	2	1			NA	NA	NA	space	2.51740280902	2	1	1.59685851781	2015_Jul_10_1353	None	KRITL	1	31018	NA	0.923227738716386	0.397234799459563	0.468038272828681	0.6262295556224	Chunks = 2	2nd
1013				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'x', 'y')	double	Length = 2	(12, 2)	2	2	6	6	0	DIVIDE	0	BUxy	NA	NA	NA	NA	0	3	3	1				NA	NA	space	0.947436552437	2	1	2.82204564579	2015_Jul_09_1535	360.822427182	KRITL	1	31017	NA	-0.0539953073948627	1.05547964919423	1.03746202827855	0.354352879263957	Chunks = 2	2nd
1014				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'x', 'y')	double	Length = 2	(12, 2)	2	2	6	6	0	DIVIDE	0	BUxy	NA	NA	NA	NA	0	3	3	1			NA	NA	NA	space	1.18335875234	2	1	1.18338031032	2015_Jul_07_1543	60.0017041557	KRITL	1	31006	NA	0.168356795439209	0.84505227009356	0.168375012893208	0.845036875532928	Chunks = 2	2nd
1015				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'x', 'y')	double	Length = 2	(12, 2)	2	2	6	6	0	DIVIDE	0	BUxy	NA	NA	NA	NA	0	4	4	1				NA	NA	space	1.37707558241	2	1	1.75022703802	2015_Jul_08_1553	None	KRITL	1	31011	NA	0.319962107426799	0.726176553250559	0.559745515531863	0.571354446181612	Chunks = 2	2nd
1016				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'x', 'y')	double	Length = 2	(12, 2)	2	2	6	6	0	DIVIDE	0	BUxy	NA	NA	NA	NA	0	5	5	1			NA	NA	NA	space	1.585270877	2	1	2.20591571269	2015_Jul_09_1535	None	KRITL	1	31016	NA	0.460755293042906	0.630807021379476	0.79114271189193	0.453326477637966	Chunks = 2	2nd
1017				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'x', 'y')	double	Length = 2	(12, 2)	2	2	6	6	0	DIVIDE	0	BUxy	NA	NA	NA	NA	0	5	5	1			NA	NA	NA	space	3.17596898765	2	1	2.45416475792	2015_Jul_08_1337	None	KRITL	1	31009	NA	1.15561277874339	0.314864535481479	0.897786482551738	0.40747060553813	Chunks = 2	2nd
1018				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'x', 'y')	double	Length = 2	(12, 2)	2	2	6	6	0	DIVIDE	0	BUxy	NA	NA	NA	NA	0	6	6	1				NA	NA	space	3.78683024426	2	1	4.38850250976	2015_Jul_07_1549	287.31282802	KRITL	1	31005	NA	1.33152932199997	0.264073099531139	1.4789880549446	0.227868161810551	Chunks = 2	2nd
1019				NA	NA		NA	NA	('DIVIDE', 'DOUBLE', 'x', 'y')	double	Length = 2	(12, 2)	2	2	6	6	0	DIVIDE	0	BUxy	NA	NA	NA	NA	0	6	6	1			NA	NA	NA	space	1.07033321072	2	1	3.30607736083	2015_Jul_22_1134	281.773905697	KRITL	1	31028	NA	0.0679700118830477	0.934288490709647	1.19576239925512	0.302473260864334	Chunks = 2	2nd
